Filename,value
EM1,0.3474648228867091
EM2,0.9988674501371089
EM3,0.827203983203446
EM4,0.8511319988857478
EM5,0.8309355337859172
EM6,0.897770083701202
EM7,0.5611680879114882
EM8,0.4585957773200703
EM9,0.7681319597798547
EM10,0.8128071255627738
EM11,0.5738532193930173
EM12,0.6380599009822865
EM13,0.6405837770794816
EM14,0.8837176289324628
EM15,0.5977065214367638
EM16,0.8947579743796722
EM17,0.8672787610829545
EM18,0.5298331750197399
EM19,0.5305113258581232
EM20,0.696871108996251
EM21,0.5757342806136697
EM22,1.6571967721107188
EM23,0.9013680692074201
EM24,1.1751915494693363
EM25,0.46446405816685493
EM26,0.6701198508796284
EM27,1.227117542938518
EM28,0.47314619045001577
EM29,0.7142563771457092
EM30,0.657119149150864
EM31,0.8734116816775369
EM32,0.9550157279464397
EM33,0.596290
EM34,1.7620326362283827
EM35,1.2449422836270647
EM36,1.350586279111546
EM37,0.8976626249752858
EM38,0.6325501013779459
EM39,0.682322302544197
EM40,1.520917412740343
EM41,0.9952145241251307
EM42,1.306785262414574
EM43,1.1522401947825898
EM44,1.234568465321171
EM45,1.214039523779556
EM46,0.733178
EM47,0.9757394856369616
EM48,1.1370728580266094
EM49,1.228108718334791
EM50,1.087926795570888
EM51,1.11176696004219
EM52,1.3153405352888021
EM53,0.8360949429488631
EM54,0.5818440688338811
EM55,1.8264791757415273
EM56,0.9171901924395637
EM57,1.183728995947102
EM58,1.390430336397805
EM59,1.066061090903719
EM60,1.1596916843086302
EM61,0.9358667409007364
EM62,0.7109964179831126
EM63,1.610873
EM64,0.7707685480756881
EM65,1.5138136986749846
EM66,1.404057629367378
EM67,1.5944114634154172
EM68,1.2453355151846555
EM69,1.3417679192372531
EM70,1.1640569703830852
EM71,1.9605598018147854
EM72,1.3577854885060225
EM73,1.1309647851068492
EM74,0.9009252331710654
EM75,0.9933914574680208
EM76,1.2902674748115883
EM77,0.6996614527393731
EM78,0.8033021453224367
EM79,0.7545665727551099
EM80,1.2714956790622687
EM81,1.1692871804537428
EM82,1.3563473323449653
EM83,0.850405248204763
EM84,0.8670331414292944
EM85,0.832065
EM86,1.7335316159073226
EM87,1.5892558301909876
EM88,1.5788458008395692
EM89,0.9509035768492614
EM90,1.3391773140409495
EM91,1.5887433045237611
EM92,2.023599219789289
EM93,2.0021040948724544
EM94,0.8633771061619087
EM95,1.325523817460249
EM96,1.2481165344535137
EM97,1.3606719032213632
EM98,0.8060382055705039
EM99,1.2006039051060902
EM100,0.9985730184420792
EM101,1.9526636000558697
EM102,1.1911297084260386
