Filename,Syllable,Time
EM1,1,0.124714139212716
EM1,2,0.12311523999204
EM1,3,0.171082216612315
EM1,4,0.127911937654067
EM1,5,0.158291022846908
EM1,6,0.167884418170963
EM1,7,0.249428278425431
EM2,1,0.074491953739634
EM2,2,0.141716399797352
EM2,3,0.11264636906969
EM2,4,0.114463245990169
EM2,5,0.17805393820693
EM2,6,0.172603307445493
EM2,7,0.27434841499231
EM3,1,0.142248262127991
EM3,2,0.133168585821949
EM3,3,0.220938790113689
EM3,4,0.130142027053269
EM3,5,0.160407614740076
EM3,6,0.124088909515907
EM3,7,0.338974582092235
EM4,1,0.123693309114201
EM4,2,0.117872447508827
EM4,3,0.106230724298079
EM4,4,0.136790247726293
EM4,5,0.130969386120919
EM4,6,0.11496201670614
EM4,7,0.269214849248556
EM5,1,0.124190170128246
EM5,2,0.132562541148128
EM5,3,0.122794774958266
EM5,4,0.135353331488089
EM5,5,0.226054017536808
EM5,6,0.152098073527853
EM5,7,0.311173122905606
EM6,1,0.115873888722417
EM6,2,0.129778755369107
EM6,3,0.080339229514209
EM6,4,0.123598814637245
EM6,5,0.106603977624624
EM6,6,0.228657807078903
EM6,7,0.33062682915463
EM7,1,0.129710844150147
EM7,2,0.145276145448165
EM7,3,0.106362892203121
EM7,4,0.153058796097174
EM7,5,0.160841446746183
EM7,6,0.163435663629185
EM7,7,0.339842411673386
EM8,1,0.149920301887058
EM8,2,0.125608901581049
EM8,3,0.168829168791732
EM8,4,0.101297501275039
EM8,5,0.132362068332718
EM8,6,0.137764601734054
EM8,7,0.293087437022447
EM9,1,0.097282512229098
EM9,2,0.116739014674918
EM9,3,0.18159402282765
EM9,4,0.1210626818851
EM9,5,0.142681017936011
EM9,6,0.144842851541102
EM9,7,0.382644548101119
EM10,1,0.090797590905103
EM10,2,0.114145542852129
EM10,3,0.20234891687423
EM10,4,0.11414554285213
EM10,5,0.083014940256094
EM10,6,0.215320001289244
EM10,7,0.300929158428341
EM11,1,0.107011135982115
EM11,2,0.20688819623209
EM11,3,0.14268151464282
EM11,4,0.192620044767808
EM11,5,0.078474833053551
EM11,6,0.211644246720184
EM11,7,0.487495175029637
EM12,1,0.114145211714256
EM12,2,0.116523236958303
EM12,3,0.152193615619008
EM12,4,0.133169413666633
EM12,5,0.194998070011855
EM12,6,0.156949666107102
EM12,7,0.449446771124885
EM13,1,0.097282512229098
EM13,2,0.127548182700373
EM13,3,0.144842851541102
EM13,4,0.16213752038183
EM13,5,0.1210626818851
EM13,6,0.209697859693834
EM13,7,0.326436874368752
EM14,1,0.108956612379314
EM14,2,0.086257318133624
EM14,3,0.179324424540954
EM14,4,0.136195765474142
EM14,5,0.186134212814661
EM14,6,0.14073562432328
EM14,7,0.540243203047431
EM15,1,0.0953370358319
EM15,2,0.179324424540954
EM15,3,0.11803633007759
EM15,4,0.161164989144402
EM15,5,0.149815342021556
EM15,6,0.186134212814661
EM15,7,0.463065602612084
EM16,1,0.164008602863434
EM16,2,0.11714900204531
EM16,3,0.328017205726868
EM16,4,0.129928893177526
EM16,5,0.142708784309741
EM16,6,0.125668929466787
EM16,7,0.300327441607067
EM17,1,0.106362043662321
EM17,2,0.189376321642668
EM17,3,0.121927220783636
EM17,4,0.166028555960696
EM17,5,0.132304005531179
EM17,6,0.199753106390212
EM17,7,0.49030307932143
EM18,1,0.101174458437115
EM18,2,0.136196386357655
EM18,3,0.107011446423872
EM18,4,0.215968555509995
EM18,5,0.194566266225221
EM18,6,0.161490000966933
EM18,7,0.396915183099451
EM19,1,0.102686889280655
EM19,2,0.158137809492209
EM19,3,0.174567711777114
EM19,4,0.195105089633245
EM19,5,0.123224267136786
EM19,6,0.127331742708013
EM19,7,0.375834014767198
EM20,1,0.090365373196128
EM20,2,0.154031886129763
EM20,3,0.219752157545129
EM20,4,0.160193161574954
EM20,5,0.154031886129763
EM20,6,0.123225508903811
EM20,7,0.377891560638352
EM21,1,0.114578277964032
EM21,2,0.15132980108457
EM21,3,0.170786489795444
EM21,4,0.131873112373697
EM21,5,0.183757615602692
EM21,6,0.136196820976113
EM21,7,0.397781191422299
EM22,1,0.105664558992939
EM22,2,0.149387824783122
EM22,3,0.123882586405515
EM22,4,0.138457008335576
EM22,5,0.191289287832046
EM22,6,0.235012553622228
EM22,7,0.335211704391394
EM23,1,0.120787789995537
EM23,2,0.120787789995537
EM23,3,0.181181684993306
EM23,4,0.103802007027415
