SV1	1	0.108472502
SV1	2	0.134411579
SV1	3	0.141485873
SV1	4	0.106114405
SV1	5	0.117904894
SV1	6	0.150918264
SV1	7	0.198080222
SV2	1	0.091965787
SV2	2	0.143295528
SV2	3	0.130463093
SV2	4	0.13687931
SV2	5	0.19248653
SV2	6	0.186070312
SV2	7	0.211735183
SV3	1	0.124979188
SV3	2	0.068384838
SV3	3	0.132053481
SV3	4	0.226377396
SV3	5	0.134411579
SV3	6	0.124979188
SV3	7	0.235809788
SV4	1	0.046975436
SV4	2	0.090789197
SV4	3	0.104158864
SV4	4	0.145623852
SV4	5	0.112741047
SV4	6	0.147972624
SV4	7	0.169111571
SV5	1	0.071892405
SV5	2	0.150524722
SV5	3	0.128058346
SV5	4	0.128058346
SV5	5	0.146031447
SV5	6	0.177484374
SV5	7	0.202197388
SV6	1	0.016510978
SV6	2	0.140148278
SV6	3	0.069402257
SV6	4	0.119327388
SV6	5	0.14261078
SV6	6	0.215371383
SV6	7	0.27066944
SV7	1	0.110173199
SV7	2	0.075240233
SV7	3	0.099424594
SV7	4	0.177351979
SV7	5	0.131670408
SV7	6	0.188100583
SV7	7	0.241843607
SV8	1	0.176145
SV8	2	0.101343699
SV8	3	0.168906165
SV8	4	0.11099548
SV8	5	0.156841438
SV8	6	0.135124932
SV8	7	0.282314589
SV9	1	0.107924458
SV9	2	0.110556762
SV9	3	0.207952005
SV9	4	0.097395243
SV9	5	0.176364359
SV9	6	0.134247497
SV9	7	0.376419452
SV10	1	0.093007334
SV10	2	0.110446209
SV10	3	0.127885084
SV10	4	0.148230439
SV10	5	0.084287896
SV10	6	0.174388751
SV10	7	0.154043397
SV11	1	0.151027652
SV11	2	0.109569081
SV11	3	0.153988979
SV11	4	0.156950305
SV11	5	0.115491734
SV11	6	0.260596733
SV11	7	0.370165815
SV12	1	0.094104863
SV12	2	0.098930753
SV12	3	0.149602603
SV12	4	0.130299041
SV12	5	0.205100343
SV12	6	0.164080274
SV12	7	0.354702945
SV13	1	0.102111745
SV13	2	0.102111745
SV13	3	0.198849188
SV13	4	0.099424594
SV13	5	0.155854769
SV13	6	0.239156456
SV13	7	0.214972095
SV14	1	0.108472502
SV14	2	0.066026741
SV14	3	0.20043832
SV14	4	0.115546796
SV14	5	0.179215439
SV14	6	0.150918264
SV14	7	0.351356584
SV15	1	0.110830631
SV15	2	0.149492479
SV15	3	0.115985544
SV15	4	0.115985544
SV15	5	0.061858957
SV15	6	0.172689588
SV15	7	0.484561828
SV16	1	0.083300737
SV16	2	0.10211058
SV16	3	0.217656763
SV16	4	0.139730268
SV16	5	0.145104509
SV16	6	0.171975714
SV16	7	0.231092366
SV17	1	0.066849021
SV17	2	0.223798897
SV17	3	0.093007334
SV17	4	0.110446209
SV17	5	0.148230439
SV17	6	0.162762835
SV17	7	0.39528117
SV18	1	0.162872284
SV18	2	0.083903904
SV18	3	0.120920332
SV18	4	0.150533475
SV18	5	0.182614379
SV18	6	0.148065713
SV18	7	0.303534711
SV19	1	0.141266116
SV19	2	0.176582644
SV19	3	0.133698288
SV19	4	0.113517414
SV19	5	0.174060035
SV19	6	0.12613046
SV19	7	0.232080047
SV20	1	0.141267832
SV20	2	0.100905595
SV20	3	0.166494231
SV20	4	0.148835752
SV20	5	0.131177273
SV20	6	0.123609353
SV20	7	0.335511102
SV21	1	0.135454966
SV21	2	0.147958501
SV21	3	0.137538889
SV21	4	0.118783586
SV21	5	0.177133417
SV21	6	0.193804797
SV21	7	0.191720875
SV22	1	0.12629537
SV22	2	0.108253174
SV22	3	0.121140457
SV22	4	0.177844501
SV22	5	0.162379762
SV22	6	0.309294784
SV22	7	0.198464153
SV23	1	0.127337285
SV23	2	0.134411579
SV23	3	0.165066852
SV23	4	0.089607719
SV23	5	0.160350656
SV23	6	0.143843971
SV23	7	0.205154515
SV24	1	0.094324222
SV24	2	0.061420423
SV24	3	0.061420423
SV24	4	0.118453674
SV24	5	0.168906165
SV24	6	0.138195953
SV24	7	0.217165069
SV25	1	0.077927385
SV25	2	0.128983257
SV25	3	0.139731862
SV25	4	0.120921804
SV25	5	0.166603374
SV25	6	0.147793315
SV25	7	0.249905061
SV26	1	0.091308324
SV26	2	0.088840531
SV26	3	0.103647286
SV26	4	0.135728589
SV26	5	0.096243909
SV26	6	0.241843668
SV26	7	0.328216407
SV27	1	0.157390372
SV27	2	0.11017326
SV27	3	0.119166996
SV27	4	0.125912297
SV27	5	0.114670128
SV27	6	0.146148202
SV27	7	0.211352785
SV28	1	0.169907642
SV28	2	0.105459916
SV28	3	0.120107126
SV28	4	0.1113188
SV28	5	0.1669782
SV28	6	0.140613221
SV28	7	0.392545241
SV29	1	0.095913813
SV29	2	0.116259168
SV29	3	0.127885084
SV29	4	0.124978605
SV29	5	0.116259168
SV29	6	0.197640585
SV29	7	0.290647919
SV30	1	0.105511513
SV30	2	0.07984655
SV30	3	0.153989776
SV30	4	0.179654739
SV30	5	0.134028138
SV30	6	0.188209726
SV30	7	0.256649627
SV31	1	0.120921834
SV31	2	0.101179494
SV31	3	0.20482678
SV31	4	0.143131967
SV31	5	0.148067552
SV31	6	0.120921834
SV31	7	0.207294573
SV32	1	0.089937049
SV32	2	0.149163886
SV32	3	0.100904981
SV32	4	0.087743462
SV32	5	0.149163886
SV32	6	0.122840847
SV32	7	0.195229203
SV33	1	0.079955816
SV33	2	0.071071836
SV33	3	0.168795611
SV33	4	0.112530408
SV33	5	0.121414387
SV33	6	0.159911632
SV33	7	0.233944795
SV34	1	0.076876955
SV34	2	0.076876955
SV34	3	0.1489491
SV34	4	0.124925051
SV34	5	0.174574751
SV34	6	0.203403609
SV34	7	0.237037277	
SV35	1	0.136549066
SV35	2	0.188293976
SV35	3	0.134074191
SV35	4	0.11027677
SV35	5	0.159546804
SV35	6	0.179669824
SV35	7	0.218478506
SV36	1	0.121524129
SV36	2	0.123311248
SV36	3	0.167989237
SV36	4	0.091143096
SV36	5	0.110801411
SV36	6	0.176924834
SV36	7	0.207305866
SV37	1	0.127189949
SV37	2	0.112791086
SV37	3	0.13438938
SV37	4	0.127189949
SV37	5	0.199184259
SV37	6	0.261579328
SV37	7	0.220782552
SV38	1	0.120298119
SV38	2	0.098954904
SV38	3	0.114477242
SV38	4	0.12999958
SV38	5	0.135820457
SV38	6	0.143581626
SV38	7	0.205670978
SV39	1	0.096044166
SV39	2	0.128058888
SV39	3	0.141538771
SV39	4	0.129743874
SV39	5	0.183663406
SV39	6	0.15670364
SV39	7	0.301612382
SV40	1	0.095072921
SV40	2	0.098953448
SV40	3	0.114475558
SV40	4	0.164922414
SV40	5	0.110595031
SV40	6	0.164922414
SV40	7	0.199847161
SV41	1	0.160124449
SV41	2	0.107583614
SV41	3	0.145112782
SV41	4	0.110085559
SV41	5	0.157622505
SV41	6	0.117591392
SV41	7	0.385299455
SV42	1	0.11713196
SV42	2	0.145470337
SV42	3	0.119021185
SV42	4	0.096350483
SV42	5	0.090682808
SV42	6	0.196479416
SV42	7	0.173808715
SV43	1	0.113353509
SV43	2	0.119021185
SV43	3	0.190811741
SV43	4	0.164362589
SV43	5	0.162473364
SV43	6	0.100128933
SV43	7	0.162473364
SV44	1	0.107992122
SV44	2	0.151648512
SV44	3	0.172327855
SV44	4	0.12637376
SV44	5	0.153946217
SV44	6	0.206793426
SV44	7	0.222877359
SV45	1	0.108451326
SV45	2	0.077202639
SV45	3	0.156243436
SV45	4	0.139700014
SV45	5	0.185653966
SV45	6	0.161757911
SV45	7	0.24815134
SV46	1	0.112586219
SV46	2	0.092570891
SV46	3	0.245187765
SV46	4	0.137605378
SV46	5	0.157620706
SV46	6	0.15511879
SV46	7	0.18013795
SV47	1	0.130201793
SV47	2	0.104161435
SV47	3	0.161450224
SV47	4	0.147562032
SV47	5	0.142353961
SV47	6	0.135409865
SV47	7	0.314220328
SV48	1	0.128671065
SV48	2	0.14296785
SV48	3	0.098035097
SV48	4	0.100077495
SV48	5	0.196070195
SV48	6	0.179731012
SV48	7	0.196070195
SV49	1	0.148636011
SV49	2	0.104673247
SV49	3	0.17794452
SV49	4	0.106766712
SV49	5	0.136075221
SV49	6	0.18631838
SV49	7	0.230281144
SV50	1	0.134796546
SV50	2	0.134796546
SV50	3	0.121316892
SV50	4	0.137043155
SV50	5	0.193208383
SV50	6	0.157262637
SV50	7	0.240387174
SV51	1	0.096605105
SV51	2	0.142712087
SV51	3	0.138320946
SV51	4	0.171254504
SV51	5	0.120756381
SV51	6	0.217361486
SV51	7	0.364464714
SV52	1	0.161297793
SV52	2	0.149349808
SV52	3	0.141384485
SV52	4	0.121471177
SV52	5	0.133419162
SV52	6	0.187185093
SV52	7	0.25688167
SV53	1	0.108247087
SV53	2	0.138883055
SV53	3	0.136840657
SV53	4	0.132755861
SV53	5	0.108247087
SV53	6	0.224663765
SV53	7	0.20015499
SV54	1	0.130202136
SV54	2	0.214450577
SV54	3	0.163390915
SV54	4	0.20934461
SV54	5	0.089354407
SV54	6	0.257851288
SV54	7	0.352311661
SV55	1	0.079347685
SV55	2	0.130816454
SV55	3	0.109371133
SV55	4	0.100793005
SV55	5	0.150117242
SV55	6	0.122238326
SV55	7	0.210164139
SV56	1	0.112331882
SV56	2	0.074139042
SV56	3	0.220170489
SV56	4	0.146031447
SV56	5	0.188717562
SV56	6	0.161757911
SV56	7	0.34373556
SV57	1	0.100793005
SV57	2	0.18014069
SV57	3	0.102937537
SV57	4	0.122238326
SV57	5	0.171562562
SV57	6	0.173707094
SV57	7	0.394593893
SV58	1	0.066173691
SV58	2	0.17156142
SV58	3	0.144601769
SV58	4	0.134798259
SV58	5	0.08578071
SV58	6	0.210775459
SV58	7	0.223029846
SV59	1	0.133673841
SV59	2	0.123257698
SV59	3	0.211794917
SV59	4	0.109369506
SV59	5	0.147562032
SV59	6	0.105897458
SV59	7	0.223947084
SV60	1	0.120501474
SV60	2	0.128671065
SV60	3	0.159307033
SV60	4	0.159307033
SV60	5	0.165434227
SV60	6	0.175646216
SV60	7	0.26755412
SV61	1	0.060659216
SV61	2	0.14337633
SV61	3	0.064335533
SV61	4	0.115803959
SV61	5	0.150728962
SV61	6	0.227931601
SV61	7	0.275723711
SV62	1	0.128670551
SV62	2	0.139393097
SV62	3	0.123309278
SV62	4	0.119735096
SV62	5	0.094715823
SV62	6	0.135818915
SV62	7	0.214450919
SV63	1	0.115240993
SV63	2	0.086903044
SV63	3	0.198365644
SV63	4	0.085013848
SV63	5	0.179473678
SV63	6	0.12846537
SV63	7	0.328720211
SV64	1	0.054784203
SV64	2	0.111597451
SV64	3	0.075074649
SV64	4	0.123771719
SV64	5	0.140004075
SV64	6	0.127829808
SV64	7	0.231311081
SV65	1	0.115546796
SV65	2	0.099040111
SV65	3	0.150918264
SV65	4	0.141485873
SV65	5	0.242884082
SV65	6	0.136769677
SV65	7	0.391444248
SV66	1	0.142417388
SV66	2	0.174662835
SV66	3	0.134356027
SV66	4	0.104797701
SV66	5	0.180037076
SV66	6	0.196159799
SV66	7	0.185411317
SV67	1	0.091308385
SV67	2	0.159757107
SV67	3	0.090293848
SV67	4	0.056339405
SV67	5	0.152180642
SV67	6	0.123773589
SV67	7	0.387553368
SV68	1	0.138194665
SV68	2	0.103645999
SV68	3	0.101178237
SV68	4	0.15793676
SV68	5	0.177678855
SV68	6	0.140662427
SV68	7	0.308470235		
SV69	1	0.148122491
SV69	2	0.075075783
SV69	3	0.160296943
SV69	4	0.140006191
SV69	5	0.194791222
SV69	6	0.144064341
SV69	7	0.2292855
SV70	1	0.148560166
SV70	2	0.12262109
SV70	3	0.174499243
SV70	4	0.084891524
SV70	5	0.134411579
SV70	6	0.162708754
SV70	7	0.198080222
SV71	1	0.074198379
SV71	2	0.103153844
SV71	3	0.106773278
SV71	4	0.141157892
SV71	5	0.141157892
SV71	6	0.11582186
SV71	7	0.171923074
SV72	1	0.121085978
SV72	2	0.094762939
SV72	3	0.226378132
SV72	4	0.147409016
SV72	5	0.159693101
SV72	6	0.107047024
SV72	7	0.175486924
SV73	1	0.111873834
SV73	2	0.11000927
SV73	3	0.108144706
SV73	4	0.17713357
SV73	5	0.134248601
SV73	6	0.124925781
SV73	7	0.218153976
SV74	1	0.170880975
SV74	2	0.105676392
SV74	3	0.166384107
SV74	4	0.107924826
SV74	5	0.148396636
SV74	6	0.134906033
SV74	7	0.319277611
SV75	1	0.094762939
SV75	2	0.161886688
SV75	3	0.132273269
SV75	4	0.106608306
SV75	5	0.100685623
SV75	6	0.183603194
SV75	7	0.175706283
SV76	1	0.068001183
SV76	2	0.13380878
SV76	3	0.129421607
SV76	4	0.105292154
SV76	5	0.171099751
SV76	6	0.155744645
SV76	7	0.335618742
SV77	1	0.103646275
SV77	2	0.135891782
SV77	3	0.154317787
SV77	4	0.145104785
SV77	5	0.117465778
SV77	6	0.241841308
SV77	7	0.184260044
SV78	1	0.117082215
SV78	2	0.10172717
SV78	3	0.13435664
SV78	4	0.176583012
SV78	5	0.153550445
SV78	6	0.234164429
SV78	7	0.188099296
SV79	1	0.101343699
SV79	2	0.118234315
SV79	3	0.248533356
SV79	4	0.130299041
SV79	5	0.188209726
SV79	6	0.137537877
SV79	7	0.209926233
SV80	1	0.110556762
SV80	2	0.205319701
SV80	3	0.148067092
SV80	4	0.104634079
SV80	5	0.153989776
SV80	6	0.155964004
SV80	7	0.15991246
SV81	1	0.094105875
SV81	2	0.141158812
SV81	3	0.096244645
SV81	4	0.136881272
SV81	5	0.1775179
SV81	6	0.1775179
SV81	7	0.192489289
SV82	1	0.101782416
SV82	2	0.170222316
SV82	3	0.100027547
SV82	4	0.100027547
SV82	5	0.152673624
SV82	6	0.131615193
SV82	7	0.229887871
SV83	1	0.130463093
SV83	2	0.153989224
SV83	3	0.130463093
SV83	4	0.106936961
SV83	5	0.162544181
SV83	6	0.156127963
SV83	7	0.218151401
SV84	1	0.102110703
SV84	2	0.127117406
SV84	3	0.112530162
SV84	4	0.143788541
SV84	5	0.118781838
SV84	6	0.195885838
SV84	7	0.189634162
SV85	1	0.167807808
SV85	2	0.11845257
SV85	3	0.120920332
