Filename,value
PO1,0.2477448865249503
PO2,0.2555693140461471
PO3,0.315579164081409
PO4,0.28686702413093423
PO5,0.48712313440038096
PO6,0.3186803715597441
PO7,0.3744519863075674
PO8,0.24305023001223225
PO9,0.11062770462197477
PO10,0.39559288690825545
PO11,0.3643100089383535
PO12,0.11908008178963175
PO13,0.18685470398101722
PO14,0.22113864963610752
PO15,0.3058936586309407
PO16,0.20818424894394558
PO17,0.17230980364619142
PO18,0.18047936222044286
PO19,0.3352620217535453
PO20,0.2640544686701714
PO21,0.3093734009541231
PO22,0.3589150803432849
PO23,0.23997099544033923
PO24,0.35885175732594465
PO25,0.24305023001223225
PO26,0.2195530398932032
PO27,0.25765885883934514
PO28,0.17307340031072002
PO29,0.2294904861210096
PO30,0.3272434097256576
PO31,0.34336297339909677
PO32,0.3076526976726393
PO33,0.29440509619778477
PO34,0.28990465516098934
