Filename	Syllable	Time(s)
JPC1	1	0.1348223694114106
JPC1	2	0.1394272584341078
JPC1	3	0.21040840818238088
JPC1	4	0.1774528743706827
JPC1	5	0.1673127101209294
JPC1	6	0.16477766905849112
JPC1	7	0.2783893237660362
JPC2	1	0.1471896576383576
JPC2	2	0.16166732888147478
JPC2	3	0.28231458924078445
JPC2	4	0.12306020556649566
JPC2	5	0.1930356165748952
JPC2	6	0.17373205491740595
JPC2	7	0.2364686303042467
JPC3	1	0.17526704431621648
JPC3	2	0.17526704431621648
JPC3	3	0.11598554403279027
JPC3	4	0.3634213713027431
JPC3	5	0.1340277397712244
JPC3	6	0.14176010937341044
JPC3	7	0.32733697982587473
JPC4	1	0.13660519630528634
JPC4	2	0.18299941391840252
JPC4	3	0.14433756590747238
JPC4	4	0.16495721817996856
JPC4	5	0.12114045710091437
JPC4	6	0.14176010937341044
JPC4	7	0.3092947840874407
JPC5	1	0.2125579543838171
JPC5	2	0.2293388455193816
JPC5	3	0.1566216505986021
JPC5	4	0.11746623794895161
JPC5	5	0.20976113919455652
JPC5	6	0.15102802022008044
JPC5	7	0.2768847037368145
JPC6	1	0.13838845494096635
JPC6	2	0.2287645887799648
JPC6	3	0.13273994657602894
JPC6	4	0.16945525094812197
JPC6	5	0.12426718402862291
JPC6	6	0.2654798931520579
JPC6	7	0.5111900070268349
JPC7	1	0.19078555781565754
JPC7	2	0.11017194183721069
JPC7	3	0.10211058023936592
JPC7	4	0.17197571408735335
JPC7	5	0.16928859355473824
JPC7	6	0.182724196217813
JPC7	7	0.33320294604424694
JPC8	1	0.30847023467701873
JPC8	2	0.19248542643845978
JPC8	3	0.19988871207070813
JPC8	4	0.14313018889013662
JPC8	5	0.1505334745223852
JPC8	6	0.14313018889013684
JPC8	7	0.31834128218668334
JPC9	1	0.12462330843655975
JPC9	2	0.1357009358531428
JPC9	3	0.2852489059770145
JPC9	4	0.20770551406093296
JPC9	5	0.2187831414775161
JPC9	6	0.14123974956143437
