Filename	Syllable	Time(s)
GR1	1	0.10035707669725655
GR1	2	0.11566578331209232
GR1	3	0.15138609874670905
GR1	4	0.09525417449231133
GR1	5	0.07654353307417872
GR1	6	0.13437642473022482
GR1	7	0.18880738158297417
GR2	1	0.08508211460854542
GR2	2	0.07671338202409833
GR2	3	0.10739873483373763
GR2	4	0.11576746741818478
GR2	5	0.1617954966326437
GR2	6	0.10460915730558862
GR2	7	0.1827173280937615
GR3	1	0.1023972914710255
GR3	2	0.08338065162640651
GR3	3	0.13604211581150538
GR3	4	0.12726520511398898
GR3	5	0.10824856526936988
GR3	6	0.09215756232392291
GR3	7	0.24575349953046133
GR4	1	0.1101883123618867
GR4	2	0.12274141123855736
GR4	3	0.09484563595706696
GR4	4	0.12413620000263181
GR4	5	0.11855704494633379
GR4	6	0.1213466224744828
GR4	7	0.16737465168894183
GR5	1	0.09545801575860074
GR5	2	0.11736641281795179
GR5	3	0.09702290126284008
GR5	4	0.10015267227131885
GR5	5	0.18622137500448344
GR5	6	0.07980916071620725
GR5	7	0.25038168067829714
GR6	1	0.14968513134506062
GR6	2	0.1552983237705004
GR6	3	0.07484256567253034
GR6	4	0.11600597679242197
GR6	5	0.08794001466522305
GR6	6	0.20394599145764514
GR6	7	0.2582068515702296
GR7	1	0.11103976469730592
GR7	2	0.09960920068434798
GR7	3	0.08164688580684254
GR7	4	0.13716676815549556
GR7	5	0.09960920068434798
GR7	6	0.14533145673617986
GR7	7	0.21881365396233798
GR8	1	0.09572984165762993
GR8	2	0.10430266329861171
GR8	3	0.08572821640981787
GR8	4	0.10001625247812085
GR8	5	0.10001625247812085
GR8	6	0.1171618957600844
GR8	7	0.21432054102454456
GR9	1	0.14288092384267803
GR9	2	0.11049458110500432
GR9	3	0.14478600282724696
GR9	4	0.08001331735189965
GR9	5	0.11239966008957336
GR9	6	0.11239966008957336
GR9	7	0.29909740057733925
GR10	1	0.0522532860720295
GR10	2	0.09634199619530437
GR10	3	0.12736738480057175
GR10	4	0.14206362150833018
GR10	5	0.050620370882278554
GR10	6	0.1632915189750921
GR10	7	0.17962067087260136
GR11	1	0.12001997602784953
GR11	2	0.13526060790440186
GR11	3	0.0781082383673306
GR11	4	0.14859616079638505
GR11	5	0.08953871227474486
GR11	6	0.16383679267293738
GR11	7	0.22098916221000864
GR12	1	0.10035574764048666
GR12	2	0.1377765348962613
GR12	3	0.14287936952204883
GR12	4	0.11226236176732407
GR12	5	0.12246803101889892
GR12	6	0.1360755900209989
GR12	7	0.2755530697925226
GR13	1	0.08763358823740397
GR13	2	0.10484732878403691
GR13	3	0.09232824475012202
GR13	4	0.09076335924588275
GR13	5	0.11110687080099435
GR13	6	0.1486641229027389
GR13	7	0.18309160399600466
GR14	1	0.13063285475789876
GR14	2	0.0734809808013181
GR14	3	0.13267399311349093
GR14	4	0.11634488626875361
GR14	5	0.11838602462434578
GR14	6	0.13675626982467526
GR14	7	0.2918827848496801
GR15	1	0.09858778676707947
GR15	2	0.11893129832219118
GR15	3	0.10171755777555813
GR15	4	0.08137404622044653
GR15	5	0.04694656512718076
GR15	6	0.17526717647480794
GR15	7	0.2957633603012384
GR16	1	0.08083016915852892
GR16	2	0.07164492266324152
GR16	3	0.18737902850386257
GR16	4	0.06797082406512656
GR16	5	0.11573410584062105
GR16	6	0.146963943924598
GR16	7	0.1837049299057476
GR17	1	0.10824782189863413
GR17	2	0.15356086362364385
GR17	3	0.13845651638197398
GR17	4	0.10824782189863402
GR17	5	0.09817825707085426
GR17	6	0.14097390758891892
GR17	7	0.385160854662582
GR18	1	0.12430584621507806
GR18	2	0.13614449823556174
GR18	3	0.08484367281346594
GR18	4	0.13417138956548114
GR18	5	0.13219828089540053
GR18	6	0.13614449823556152
GR18	7	0.2861007571616876
GR19	1	0.0938923643572398
GR19	2	0.110221471201977
GR19	3	0.16533220680296568
GR19	4	0.13879740818026742
GR19	5	0.0877689492904632
GR19	6	0.10818033284638506
GR19	7	0.21227838898158558
GR20	1	0.08756474760199884
GR20	2	0.12573399655671635
GR20	3	0.14594124600333158
GR20	4	0.10777199704861395
GR20	5	0.09430049741753721
GR20	6	0.1189982467411781
GR20	7	0.2694299926215349
GR21	1	0.08790431034352253
GR21	2	0.13702730730019685
GR21	3	0.1163439401605445
GR21	4	0.11117309837563139
GR21	5	0.13961272819265336
GR21	6	0.11892936105300111
GR21	7	0.25078582656828474
GR22	1	0.07348179175121161
GR22	2	0.09185223968901446
GR22	3	0.07144063086923347
GR22	4	0.09797572233494889
GR22	5	0.15308706614835743
GR22	6	0.15716938791231372
GR22	7	0.25718627112924053
GR23	1	0.10818152674483922
GR23	2	0.10001688321692692
GR23	3	0.13675777909253273
GR23	4	0.08981107880703632
GR23	5	0.09185223968901457
GR23	6	0.13879893997451076
GR23	7	0.23881582319143768
GR24	1	0.08504724376312428
GR24	2	0.09185102326417421
GR24	3	0.07654251938681189
GR24	4	0.11396330664258647
GR24	5	0.08844913351364925
GR24	6	0.10375763739101163
GR24	7	0.21601999915833558
GR25	1	0.10756757009629037
GR25	2	0.12444091442512017
GR25	3	0.0928033938085644
GR25	4	0.10967673813739398
GR25	5	0.12865925050732763
GR25	6	0.15186009895946895
GR25	7	0.29739269379562616
GR26	1	0.12001855686553586
GR26	2	0.08572754061823984
GR26	3	0.10573063342916256
GR26	4	0.1943157587346771
GR26	5	0.09144270999278925
GR26	6	0.1971733434219518
GR26	7	0.27718571466564246
GR27	1	0.08708881012004915
GR27	2	0.1045065721440589
GR27	3	0.1219243341680688
GR27	4	0.1284559949270725
GR27	5	0.07837992910804414
GR27	6	0.11103823290306258
GR27	7	0.20248148352911421
GR28	1	0.22819868697444745
GR28	2	0.1379806014264101
GR28	3	0.11409934348722373
GR28	4	0.0875646124436833
GR28	5	0.14328754763511808
GR28	6	0.0875646124436833
GR28	7	0.22289174076573937
GR29	1	0.06960328872715893
GR29	2	0.10545952837448314
GR29	3	0.09913195667201413
GR29	4	0.1792811982366216
GR29	5	0.09069519440205553
GR29	6	0.16029848312921446
GR29	7	0.19404553220904908
GR30	1	0.09906257540334673
GR30	2	0.05837616050554362
GR30	3	0.12913514293650563
GR30	4	0.12913514293650563
GR30	5	0.10967642276799117
GR30	6	0.12029027013263516
GR30	7	0.27065310779842977
GR31	1	0.09579769113205394
GR31	2	0.104506572144059
GR31	3	0.15240541771008598
GR31	4	0.11539267340906512
GR31	5	0.09579769113205394
GR31	6	0.13063321518007376
GR31	7	0.19594982277011042
GR32	1	0.04735460808193448
GR32	2	0.12627895488515872
GR32	3	0.08287056414338534
GR32	4	0.08681678148354655
GR32	5	0.1124671941945945
GR32	6	0.10260165084419137
GR32	7	0.2288806057293502
GR33	1	0.08531949766348612
GR33	2	0.09879099729456275
GR33	3	0.08980999754051167
GR33	4	0.17288424526548507
GR33	5	0.09205524747902438
GR33	6	0.12348874661820353
GR33	7	0.2312607436668177
GR34	1	0.0848538123615431
GR34	2	0.05571806263507284
GR34	3	0.10029251274313122
GR34	4	0.07800528768910198
GR34	5	0.1462599144170662
GR34	6	0.1253656409289141
GR34	7	0.2704525620003537
GR35	1	0.09461532078158919
GR35	2	0.14285058235651704
GR35	3	0.16140260603918133
GR35	4	0.08533930894025699
GR35	5	0.12429855867385253
GR35	6	0.11316734446425358
GR35	7	0.269004343398636
GR36	1	0.09611346823171263
GR36	2	0.11374481361988531
GR36	3	0.1378725013574369
GR36	4	0.08961712588233373
GR36	5	0.08444690708142999
GR36	6	0.1706172204298282
GR36	7	0.2331767073429798
GR37	1	0.11103823290306258
GR37	2	0.08055714936104541
GR37	3	0.09797491138505521
GR37	4	0.11321545315606385
GR37	5	0.1632915189750923
GR37	6	0.1741776202400982
GR37	7	0.24602588858913865
GR38	1	0.08450323154289097
GR38	2	0.10103647249693504
GR38	3	0.11022160636029255
GR38	4	0.10654755281494976
GR38	5	0.10838457958762104
GR38	6	0.1194067402236505
GR38	7	0.23513942690195777
GR39	1	0.09668122104103893
GR39	2	0.11443899633429111
GR39	3	0.09273504875364957
GR39	4	0.11443899633429111
GR39	5	0.13219677162754317
GR39	6	0.1539007192081845
GR39	7	0.2012547866568566
GR40	1	0.11811341030180911
GR40	2	0.118113410301809
GR40	3	0.08225755360304565
GR40	4	0.13076841854843146
GR40	5	0.09702172989077162
GR40	6	0.12233174638401656
GR40	7	0.21091680411037328
GR41	1	0.1387981290246172
GR41	2	0.11335180537010414
GR41	3	0.09253208601641161
GR41	4	0.10409859676846289
GR41	5	0.12491831612215543
GR41	6	0.09484538816682186
GR41	7	0.27296965374841387
GR42	1	0.09906383688095893
GR42	2	0.09552584270663889
GR42	3	0.14151976697279844
GR42	4	0.08314286309651908
GR42	5	0.06722188931207917
GR42	6	0.18574469415179806
GR42	7	0.2122796504591975
GR43	1	0.0839249253145542
GR43	2	0.06617157572878285
GR43	3	0.15332438278620453
GR43	4	0.14364073755760232
GR43	5	0.0806970435716865
GR43	6	0.12750132884326493
GR43	7	0.23079354461502377
GR44	1	0.08681678148354666
GR44	2	0.12430584621507801
GR44	3	0.08878989015362715
GR44	4	0.08089745547330485
GR44	5	0.10260165084419148
GR44	6	0.1775797803072543
GR44	7	0.19928397567814105
GR45	1	0.1729517793705061
GR45	2	0.09280339380856428
GR45	3	0.09280339380856428
GR45	4	0.08858505772635672
GR45	5	0.15607843504167618
GR45	6	0.15186009895946873
GR45	7	0.3311393824532862
GR46	1	0.06749409815966922
GR46	2	0.07804005099711753
GR46	3	0.16873524539917306
GR46	4	0.06960328872715893
GR46	5	0.12233305291440044
GR46	6	0.10967790950946266
GR46	7	0.2678672020711872
GR47	1	0.1001521316380567
GR47	2	0.09144325062605141
GR47	3	0.12410155442106996
GR47	4	0.1349876556860763
GR47	5	0.0870888101200491
GR47	6	0.08926603037305036
GR47	7	0.24602588858913865
GR48	1	0.12233174638401656
GR48	2	0.12233174638401656
GR48	3	0.09491256184966779
GR48	4	0.08436672164414949
GR48	5	0.12233174638401634
GR48	6	0.15186009895946873
GR48	7	0.1877159556582324
GR49	1	0.06939838872073067
GR49	2	0.12723037932133974
GR49	3	0.14342333668951013
GR49	4	0.09715774420902279
GR49	5	0.09715774420902301
GR49	6	0.14111005706548574
GR49	7	0.2960997918751178
GR50	1	0.1257352129815566
GR50	2	0.16764695064207547
GR50	3	0.186697740487766
GR50	4	0.10096918618215911
GR50	5	0.18479266150319673
GR50	6	0.10668442313586635
GR50	7	0.2381348730711299
GR51	1	0.06899000787018794
GR51	2	0.10967642276799106
GR51	3	0.10260052452489488
GR51	4	0.1662836087127606
GR51	5	0.08844872803870263
GR51	6	0.18574232888127518
GR51	7	0.2618082349945592
GR52	1	0.11838516862168047
GR52	2	0.08484270417887085
GR52	3	0.10260047947212292
GR52	4	0.0868157903225657
GR52	5	0.10654665175951239
GR52	6	0.10851973790320701
GR52	7	0.21901256195010865
GR53	1	0.06980701736151873
GR53	2	0.13777700795036585
GR53	3	0.11389565990563577
GR53	4	0.17451754340379677
GR53	5	0.10103647249693504
GR53	6	0.14879916858639497
GR53	7	0.22411726626592854
GR54	1	0.09906293582552161
GR54	2	0.13335395207281764
GR54	3	0.09715787936733866
GR54	4	0.14097417790555
GR54	5	0.06858203249459183
GR54	6	0.20193598456740958
GR54	7	0.23432194435652254
GR55	1	0.0920552474790246
GR55	2	0.13471499631076744
GR55	3	0.08756474760199895
GR55	4	0.07184799803240915
GR55	5	0.110017246987127
GR55	6	0.11675299680266504
GR55	7	0.22677024378979205
GR56	1	0.07783587183503915
GR56	2	0.05483890970195937
GR56	3	0.13267478153699852
GR56	4	0.12029180192687872
GR56	5	0.10967781940391885
GR56	6	0.13444377862415835
GR56	7	0.3785653766522359
GR57	1	0.10756871894197284
GR57	2	0.13287900575184874
GR57	3	0.13920657745431786
GR57	4	0.11811467177942125
GR57	5	0.10545952837448302
GR57	6	0.14764333972427646
GR57	7	0.34590725306830494
GR58	1	0.06795170256185712
GR58	2	0.09513238358659981
GR58	3	0.14043351862783804
GR58	4	0.12080302677663479
GR58	5	0.09060227008247623
GR58	6	0.15402385914020944
GR58	7	0.23405586437972992
GR59	1	0.10775036839937702
GR59	2	0.07027197939089791
GR59	3	0.11868156519351669
GR59	4	0.10462716931533711
GR59	5	0.12648956290361668
GR59	6	0.08588797481109767
GR59	7	0.2123775377147139
GR60	1	0.07367775348076067
GR60	2	0.05894220278460849
GR60	3	0.13425723967605285
GR60	4	0.1146098387478498
GR60	5	0.1178844055692172
GR60	6	0.11460983874785002
GR60	7	0.3569277835290183
GR61	1	0.15411376638844243
GR61	2	0.16590621468242506
GR61	3	0.0457088550655661
GR61	4	0.11173275682693928
GR61	5	0.07618142510927695
GR61	6	0.18452834082024827
GR61	7	0.3170961122081142
GR62	1	0.11777911015531661
GR62	2	0.08167059176698233
GR62	3	0.10120051588517365
GR62	4	0.15801484059263982
GR62	5	0.08167059176698221
GR62	6	0.09942506823806552
GR62	7	0.22466050792226477
GR63	1	0.08504724376312434
GR63	2	0.0799444091373368
GR63	3	0.09355196813943667
GR63	4	0.08164535401259931
GR63	5	0.07314062963628687
GR63	6	0.09865480276522409
GR63	7	0.30446913267198505
GR64	1	0.08572781093487103
GR64	2	0.0877689492904633
GR64	3	0.09797464106842413
GR64	4	0.10818033284638484
GR64	5	0.09185122600164752
GR64	6	0.09797464106842413
GR64	7	0.2735125396493505
GR65	1	0.159208498893172
GR65	2	0.13471488367883788
GR65	3	0.13471488367883788
GR65	4	0.1028731839002035
GR65	5	0.13716424520027126
GR65	6	0.11022126846450364
GR65	7	0.3110689132220439
GR66	1	0.11838652020483631
GR66	2	0.14206382424580355
GR66	3	0.08878989015362715
GR66	4	0.09470921616386896
GR66	5	0.12430584621507812
GR66	6	0.14798315025604536
GR66	7	0.179552888977335
GR67	1	0.08055631588476597
GR67	2	0.13934065450337896
GR67	3	0.10885988633076493
GR67	4	0.06096153634522827
GR67	5	0.08491071133799655
GR67	6	0.12410027041707195
GR67	7	0.33093405444552504
GR68	1	0.1328775865895352
GR68	2	0.06749337731531946
GR68	3	0.08225755360304554
GR68	4	0.1581876030827799
GR68	5	0.11389507421960154
GR68	6	0.10334923401408291
GR68	7	0.34801272678211603
GR69	1	0.07783488067405808
GR69	2	0.05483821138399558
GR69	3	0.09375565172102462
GR69	4	0.11675232101108723
GR69	5	0.15213181222656835
GR69	6	0.13267309205805367
GR69	7	0.321953370060877
GR70	1	0.07715512445220485
GR70	2	0.12491782054166511
GR70	3	0.12859187408700812
GR70	4	0.09919944572426342
GR70	5	0.08082917799754796
GR70	6	0.1524732221317382
GR70	7	0.23146537335661455
GR71	1	0.086475889685253
GR71	2	0.10967673813739409
GR71	3	0.10334923401408291
GR71	4	0.1096767381373942
GR71	5	0.11178590617849782
GR71	6	0.11600424226070527
GR71	7	0.21091680411037328
GR72	1	0.07048792242905444
GR72	2	0.0914437912593139
GR72	3	0.14669108181181612
GR72	4	0.1276402919661257
GR72	5	0.09715902821302103
GR72	6	0.12001997602784953
GR72	7	0.18669774048776588
GR73	1	0.10838457958762115
GR73	2	0.11389565990563577
GR73	3	0.07899215122487646
GR73	4	0.124917820541665
GR73	5	0.11022160636029266
GR73	6	0.13593998117769424
GR73	7	0.242487533992644
GR74	1	0.1003557476404866
GR74	2	0.09015007838891176
GR74	3	0.12927181051994885
GR74	4	0.08674818863838685
GR74	5	0.1394774797715238
